13,2.293048916,2.286398394
111,2.294060893,2.294060893
225,2.286398394,2.286398394
18,4.970054537,3.842651998
477,2.286398394,2.286398394
3948,2.302210538,2.302210538
3990,2.286398394,2.286398394
9942,3.91728364,3.75716105
9942,3.02530637,2.381299401
374907,4.142088975,3.627945902
43,2.286398394,2.286398394
43,2.286398394,2.286398394
107,2.289979516,2.289979516
126,2.286398394,2.396467785
212,2.286398394,2.286398394
222,2.286398394,2.310699979
314,2.30462885,2.30462885
443,2.286398394,2.286398394
478,2.286398394,2.340560746
534,2.415097433,2.286398394
761,2.286398394,2.286398394
954,2.286398394,2.286398394
1036,2.304566802,2.286398394
1160,2.286398394,2.286398394
1543,2.286398394,2.286398394
1576,2.286398394,2.286398394
1588,2.286398394,2.286398394
1607,2.286398394,2.286398394
2583,2.286398394,2.286398394
2877,2.287366995,2.286398394
2974,2.396515295,2.286398394
2977,2.286398394,2.286398394
3034,2.286398394,2.428182444
3242,2.58149786,2.718818669
3291,2.286398394,2.286398394
3706,2.286398394,2.286398394
4051,2.286398394,2.286398394
4143,2.286398394,2.286398394
5136,2.286398394,2.286398394
5136,2.286398394,2.286398394
5136,2.306431014,2.286398394
5137,2.286398394,2.286398394
5137,2.286398394,2.286398394
5137,2.294755449,2.294755449
5138,2.286398394,2.286398394
5139,2.286398394,2.286398394
5140,5.878902647,5.971914029
5148,2.323885453,2.476678519
5320,2.30371202,2.350235966
5330,5.965182657,4.170208068
5837,2.286398394,2.303298641
6507,3.447370263,2.564401457
6511,2.286398394,2.286398394
6565,5.101562298,5.451479012
6570,2.286398394,2.286398394
6572,2.286398394,2.286398394
6578,2.310054263,2.310054263
6649,2.286853542,2.286853542
6916,5.310629679,5.27114581
7054,2.286398394,2.286398394
8309,2.339784169,2.333810606
8399,2.356110509,2.356110509
8424,2.286398394,2.286398394
8528,2.716213137,2.391750965
8529,2.660808117,2.286398394
8534,2.286398394,2.286398394
8613,2.286398394,2.286398394
8613,3.276113905,3.276113905
8613,3.161450233,3.166795454
9162,2.286398394,2.286398394
9227,2.286398394,2.286398394
9420,2.286398394,2.286398394
9468,2.286398394,2.286398394
9498,2.308181046,2.308181046
9498,2.286398394,2.286398394
10157,2.479965976,2.333191426
10157,2.286398394,2.286453834
10331,2.297983145,2.301911954
10568,2.286398394,2.286398394
10599,2.286398394,2.286398394
27087,2.286398394,2.286398394
27124,2.771120052,2.329183515
50940,2.286398394,2.286398394
55808,2.286398394,2.286398394
56301,2.286398394,2.286398394
56548,5.129593269,4.658450863
64849,2.301088305,2.301088305
80704,2.304394629,2.304394629
83733,2.286398394,2.286398394
89874,2.286398394,2.286398394
115111,2.286398394,2.286398394
166012,2.486183716,3.578876855
196883,2.462087489,2.543666295
200010,2.286398394,2.389625558
222537,2.304450959,2.407420542
245972,2.286398394,2.286398394
245972,2.286398394,2.286398394
245972,2.286398394,2.286398394
266722,2.286398394,2.286398394
337876,2.313368481,2.304549575
55,3.710580744,4.221588565
2326,2.286398394,2.286398394
2328,2.286398394,2.286398394
2329,2.299057945,2.314883071
2330,2.57941469,2.286398394
23205,2.286398394,2.286398394
25830,2.286398394,2.286398394
126410,2.286398394,2.286398394
196951,2.598379113,2.286398394
199974,2.286398394,2.286398394
260293,2.323181495,2.286398394
5293,9.36763323,9.203902974
5321,7.842891918,7.64641253
9388,2.381556524,2.286398394
30815,2.324221589,2.324221589
2053,2.286398394,2.333823447
4139,2.44188431,2.430214552
8372,2.545782555,2.516356638
9365,2.42328764,2.286398394
9856,2.286398394,2.286398394
29785,2.286398394,2.356134844
29953,2.286822244,2.286822244
51296,2.424209534,2.286485639
54578,2.286398394,2.2912766
54898,2.335863539,2.321222315
56603,2.289232457,2.359942331
57393,2.484956396,2.47364072
57834,2.286398394,2.29546123
113278,2.313212922,2.313212922
122970,2.3412098,2.329242139
