13,2.588927557,2.588927557,2.588927557
111,2.341320942,2.341320942,2.341320942
225,2.289411694,2.289411694,2.289411694
18,4.911239225,4.911239225,4.911239225
477,2.309676746,2.309676746,2.309676746
3948,2.482742262,2.482742262,2.482742262
3990,2.425497956,2.425497956,2.425497956
9942,2.832506555,2.832506555,2.832506555
9942,2.632907411,2.632907411,2.632907411
374907,2.383358041,2.383358041,2.383358041
43,2.336483517,2.336483517,2.336483517
43,2.308658975,2.308658975,2.308658975
107,3.808759375,3.808759375,3.808759375
126,2.424404651,2.424404651,2.424404651
212,2.378869535,2.378869535,2.378869535
222,2.622185022,2.622185022,2.622185022
314,2.474526755,2.474526755,2.474526755
443,2.562106592,2.562106592,2.562106592
478,2.41230942,2.41230942,2.41230942
534,2.416196236,2.416196236,2.416196236
761,2.377680349,2.377680349,2.377680349
954,2.435425963,2.435425963,2.435425963
1036,2.561997512,2.561997512,2.561997512
1160,2.318744739,2.318744739,2.318744739
1543,2.418633648,2.418633648,2.418633648
1576,2.372047035,2.372047035,2.372047035
1588,2.301171572,2.301171572,2.301171572
1607,2.33899336,2.33899336,2.33899336
2583,2.587079752,2.587079752,2.587079752
2877,3.695576855,3.695576855,3.695576855
2974,2.340639937,2.340639937,2.340639937
2977,2.343044627,2.343044627,2.343044627
3034,2.353274012,2.353274012,2.353274012
3242,2.510758812,2.510758812,2.510758812
3291,2.476722119,2.476722119,2.476722119
3706,2.632605459,2.632605459,2.632605459
4051,2.803597628,2.803597628,2.803597628
4143,2.47433389,2.47433389,2.47433389
5136,2.31973663,2.31973663,2.31973663
5136,2.310561302,2.310561302,2.310561302
5136,2.330467486,2.330467486,2.330467486
5137,3.445208653,3.445208653,3.445208653
5137,2.894947313,2.894947313,2.894947313
5137,2.836780728,2.836780728,2.836780728
5138,2.367892279,2.367892279,2.367892279
5139,2.688019548,2.688019548,2.688019548
5140,4.082669116,4.082669116,4.082669116
5148,2.385793307,2.385793307,2.385793307
5320,2.527423291,2.527423291,2.527423291
5330,2.451431277,2.451431277,2.451431277
5837,2.304238475,2.304238475,2.304238475
6507,5.088780489,5.088780489,5.088780489
6511,2.328339643,2.328339643,2.328339643
6565,2.706147494,2.706147494,2.706147494
6570,2.327903855,2.327903855,2.327903855
6572,2.312837324,2.312837324,2.312837324
6578,2.736302203,2.736302203,2.736302203
6649,2.855374581,2.855374581,2.855374581
6916,2.603077299,2.603077299,2.603077299
7054,2.404095352,2.404095352,2.404095352
8309,3.417103828,3.417103828,3.417103828
8399,2.457287201,2.457287201,2.457287201
8424,2.590729289,2.590729289,2.590729289
8528,2.690493445,2.690493445,2.690493445
8529,2.596459537,2.596459537,2.596459537
8534,2.56684524,2.56684524,2.56684524
8613,5.827698993,5.827698993,5.827698993
8613,6.117820177,6.117820177,6.117820177
8613,6.174053376,6.174053376,6.174053376
9162,2.833425531,2.833425531,2.833425531
9227,2.356067386,2.356067386,2.356067386
9420,2.462684848,2.462684848,2.462684848
9468,2.436915463,2.436915463,2.436915463
9498,2.475316932,2.475316932,2.475316932
9498,2.430454143,2.430454143,2.430454143
10157,4.244950966,4.244950966,4.244950966
10157,3.034235784,3.034235784,3.034235784
