13,2.286398394,2.286398394,2.286398394
111,2.294060893,2.294060893,2.286398394
225,2.286398394,2.286398394,2.286398394
18,3.081551105,3.460537084,3.442970435
477,2.286398394,2.286398394,2.286398394
3948,2.757772597,2.302210538,2.869366701
3990,2.286398394,2.286398394,2.286398394
9942,2.321216942,2.623134607,2.32064554
9942,2.474409066,2.501382451,2.444507107
374907,2.954115175,3.010123396,2.963063496
43,2.286398394,2.286398394,2.286398394
43,2.286398394,2.286398394,2.286398394
107,2.289979516,2.290343149,2.286398394
126,2.286398394,2.286398394,2.286398394
212,2.286398394,2.286398394,2.286398394
222,2.286398394,2.286398394,2.29949102
314,2.30462885,2.30462885,2.30462885
443,2.286398394,2.286398394,2.286398394
478,2.340560746,2.301604186,2.340560746
534,2.286398394,2.286398394,2.286398394
761,2.286398394,2.286398394,2.286398394
954,2.286398394,2.286398394,2.286398394
1036,2.286398394,2.286398394,2.286398394
1160,2.286398394,2.286398394,2.286398394
1543,2.286398394,2.286398394,2.286398394
1576,2.286398394,2.286398394,2.286398394
1588,2.286398394,2.286398394,2.286398394
1607,2.286398394,2.286398394,2.286398394
2583,2.286398394,2.286398394,2.286398394
2877,2.347234534,2.286398394,2.286398394
2974,2.286398394,2.286398394,2.286398394
2977,2.286398394,2.286398394,2.286398394
3034,2.286398394,2.286398394,2.286398394
3242,2.286398394,2.286398394,2.286398394
3291,2.286398394,2.286398394,2.286398394
3706,2.286398394,2.286398394,2.286398394
4051,2.286398394,2.286398394,2.286398394
4143,2.286398394,2.286398394,2.286398394
5136,2.286398394,2.286398394,2.286398394
5136,2.286398394,2.286398394,2.286398394
5136,2.286398394,2.33502928,2.286398394
5137,2.286398394,2.450930442,2.286398394
5137,2.286398394,2.286398394,2.286398394
5137,2.294755449,2.295834901,2.286398394
5138,2.295027446,2.569534775,2.286398394
5139,2.286398394,2.286398394,2.286398394
5140,2.286398394,2.40528973,2.286398394
5148,2.362883376,2.323885453,2.323885453
5320,2.30371202,2.30371202,2.30371202
5330,2.286398394,2.286398394,2.286398394
5837,2.286398394,2.286398394,2.286398394
6507,5.503175215,5.006917471,4.752931634
6511,2.286398394,2.286398394,2.286398394
6565,2.286398394,2.286398394,2.286398394
6570,2.286398394,2.286398394,2.286398394
6572,2.286398394,2.286398394,2.286398394
6578,2.310054263,2.287262344,2.310054263
6649,3.260122217,3.075873508,2.286853542
6916,2.339407223,2.286398394,2.286398394
7054,2.286398394,2.286398394,2.286398394
