13,2.286398394,2.286398394,2.286398394
111,2.294060893,2.338060381,2.501573667
225,2.286398394,2.286398394,2.286398394
18,10.0221825,9.454152671,10.49227111
477,2.286398394,2.286398394,2.286398394
3948,2.286398394,2.286398394,2.286398394
3990,2.286398394,2.286398394,2.286398394
9942,2.321216942,2.311387863,2.29607983
9942,2.364083816,2.349651167,2.364083816
374907,2.286398394,2.286398394,2.286398394
43,2.286398394,2.286398394,2.290661782
43,2.286398394,2.286398394,2.286398394
107,7.281967531,6.464822831,7.248735344
126,2.286398394,2.286398394,2.286398394
212,2.286398394,2.286398394,2.286398394
222,8.047756952,8.035512275,7.440526606
314,2.30462885,2.30462885,2.30462885
443,2.286398394,2.286398394,2.286398394
478,2.340560746,2.340560746,2.340560746
534,2.286398394,2.286398394,2.286398394
761,2.291906738,2.286398394,2.286398394
954,3.151307656,3.255488165,2.286398394
1036,2.286398394,2.298793339,2.286398394
1160,2.299894705,2.293078734,2.286398394
1543,2.286398394,2.286398394,2.286398394
1576,2.286398394,2.286398394,2.286398394
1588,2.286398394,2.286398394,2.286398394
1607,2.286398394,2.286398394,2.286398394
2583,2.286398394,2.393964444,2.286398394
2877,2.286398394,2.286398394,2.286398394
2974,5.155206897,3.928080539,4.249981226
2977,2.286398394,2.286398394,2.286398394
3034,2.286398394,2.286398394,2.286398394
3242,2.286398394,2.286398394,2.329165526
3291,2.286398394,2.286398394,2.287165339
3706,2.286398394,2.286398394,2.286398394
4051,2.286398394,2.286398394,2.286398394
4143,2.286398394,2.286398394,2.286398394
5136,2.286398394,2.286398394,2.286398394
5136,2.286398394,2.286398394,2.286398394
5136,2.286398394,2.286398394,2.286398394
5137,2.286398394,2.286398394,2.293322502
5137,2.286398394,2.286398394,2.286398394
5137,2.294755449,2.294755449,2.294755449
5138,2.286398394,2.286398394,2.286398394
5139,2.286398394,2.286398394,2.286398394
5140,3.2046967,3.067801989,3.067801989
5148,2.323885453,2.54366219,2.824489444
5320,2.30371202,2.30371202,2.455937492
5330,2.286398394,2.286398394,2.286398394
5837,2.286398394,2.299548101,2.286398394
6507,2.574979284,3.17815982,3.235510464
6511,2.286398394,2.286398394,2.286398394
6565,6.301080197,5.973298735,6.066492996
6570,2.286398394,2.286398394,2.286398394
6572,2.286398394,2.286398394,2.286398394
6578,2.313499143,2.307393836,2.384126865
6649,2.286853542,2.286853542,2.286398394
6916,2.286398394,2.286398394,2.286398394
7054,2.286398394,2.286398394,2.286398394
8309,2.312046785,2.334333752,2.315184726
8399,2.356110509,2.356110509,2.356110509
8424,2.286398394,2.286398394,2.286398394
8528,2.337480362,2.3239401,2.334909424
8529,2.970903041,2.286398394,2.286398394
8534,2.286398394,2.286398394,2.286398394
